Game_Title,Platform,Release_Date,Meta_Score,User_Score
We Love Golf!,Wii,,75,6.0
Mortal Kombat 11: Aftermath,PlayStation4,2020-05-26,75,6.0
Labyrinth of Refrain: Coven of Dusk,PlayStation4,,75,7.0
Gravity Crash Ultra,PlayStationVita,,75,7.1
Anodyne,PC,,75,6.7
Manhunt,PC,,75,7.7
Crimson Sea 2,PlayStation2,,75,8.1
Disney Sports Soccer,GameCube,,75,8.0
Bomberman Max 2: Red Advance,GameBoyAdvance,2002-05-30,75,tbd
Star Wars Galactic Battlegrounds,PC,,75,7.9
Earth 2150: The Moon Project,PC,,75,7.3
FRACT OSC,PC,,75,6.1
Ice Age: Dawn of the Dinosaurs,Wii,,75,8.6
All-Pro Football 2K8,Xbox360,,75,7.0
Willy Jetman: Astromonkey's Revenge,Switch,,75,7.5
Aqua Kitty UDX,Switch,,75,7.9
Ken Follett's The Pillars of the Earth,PlayStation4,,75,6.8
Destiny,XboxOne,,75,5.5
MLB 13: The Show,PlayStationVita,,75,7.3
Savage 2: A Tortured Soul,PC,,75,8.8
Hard Corps: Uprising,Xbox360,,75,7.3
SiN Episodes: Emergence,PC,2006-05-09,75,8.1
Call of Duty 4: Modern Warfare,DS,,75,6.3
Guilty Gear XX Accent Core,Wii,,75,8.3
Feel the Magic: XY/XX,DS,,75,8.2
Mafia II,PlayStation3,,75,7.9
The Denpa Men 3: The Rise of Digitoll,3DS,2014-05-08,75,7.9
Utawarerumono: Mask of Truth,PlayStation4,,75,8.2
Ittle Dew 2,PlayStation4,,75,6.0
Shantae and the Pirate's Curse,PlayStation4,,75,7.5
The Wolf Among Us: Episode 5 - Cry Wolf,PlayStation3,,75,8.2
Transformers: War for Cybertron,PC,,75,7.8
Ace Combat Zero: The Belkan War,PlayStation2,,75,8.5
The Room VR: A Dark Matter,PlayStation4,,75,5.8
The Little Acre,XboxOne,,75,6.9
Stick it to the Man!,PlayStation4,2014-05-06,75,6.8
Shadowbane,PC,,75,8.2
Fire Emblem: Three Houses - Side Story: Cindered Shadows,Switch,,75,7.4
Immortal Cities: Children of the Nile,PC,,75,7.7
Test Drive Unlimited,PlayStation2,,75,8.3
The Maw,Xbox360,,75,7.5
Crossing Souls,PlayStation4,,75,6.9
Raskulls,Xbox360,,75,7.4
Crying Suns,PC,,75,7.6
Heavy Rain,PC,,75,7.4
BattleForge,PC,,75,7.1
Madden NFL 08,PSP,,75,7.4
Patapon 2 Remastered,PlayStation4,,75,7.1
Gravity Ghost,PC,,75,7.3
WWE SmackDown vs. Raw 2011,Xbox360,,75,7.7
Elebits,Wii,,75,7.3
Full Metal Furies,XboxOne,,75,6.0
The Evil Within,PlayStation4,,75,7.5
AquaPazza: AquaPlus Dream Match,PlayStation3,,75,7.8
River City Ransom EX,GameBoyAdvance,2004-05-25,75,8.3
The Elder Scrolls Online: Morrowind,PlayStation4,,75,6.3
Folklore,PlayStation3,,75,8.1
Syndicate,PlayStation3,,75,6.5
Magic: The Gathering - Duels of the Planeswalkers,Xbox360,,75,7.4
RIVE,PlayStation4,,75,7.2
Frontlines: Fuel of War,Xbox360,,75,7.7
Dead or Alive 5 Ultimate,Xbox360,,75,7.5
Victor Vran,PC,,75,7.5
Dying Light,PC,,75,8.0
Resident Evil: Revelations 2 - Episode 1: Penal Colony,PlayStation4,,75,7.1
Roundabout,PC,,75,7.5
The Night of the Rabbit,PC,2013-05-28,75,7.5
Me & My Katamari,PSP,,75,8.6
Archer Maclean's Mercury,PSP,,75,6.7
Front Mission 4,PlayStation2,,75,8.8
All-Star Baseball 2005,Xbox,,75,8.2
I-Ninja,Xbox,,75,7.8
Dark Age of Camelot: Trials of Atlantis,PC,,75,7.3
Monster Truck Madness,GameBoyAdvance,,75,tbd
The Lost Vikings,GameBoyAdvance,,75,8.6
Star Wars Jedi Knight II: Jedi Outcast,GameCube,,75,8.1
Aggressive Inline,GameBoyAdvance,,75,tbd
Bomberman Max 2: Blue Advance,GameBoyAdvance,2002-05-30,75,7.8
Spider-Man: The Movie,PC,,75,7.3
The Typing of the Dead,PC,,75,7.7
SimCoaster,PC,,75,6.3
Super Bust-A-Move,PlayStation2,,75,tbd
Tom Clancy's Rainbow Six: Rogue Spear,Dreamcast,,75,7.5
Kessen,PlayStation2,,75,8.3
Ruiner,PC,,75,7.6
The Sims 2,PlayStation2,,75,4.7
Pokemon Sword / Shield: The Crown Tundra,Switch,,75,8.6
Call of Duty: Black Ops II - Revolution,Xbox360,,75,5.1
Get Even,PC,,75,7.5
Culdcept Saga,Xbox360,,75,8.6
Battlezone: Gold Edition,XboxOne,2018-05-01,75,tbd
Pokemon Picross,3DS,,75,7.5
Spin the Bottle: Bumpie's Party,WiiU,,75,7.7
PlayStation All-Stars Battle Royale,PlayStationVita,,75,7.5
Iron Brigade,PC,,75,5.3
Naruto: Ultimate Ninja Storm,PlayStation3,,75,8.1
I Am Setsuna,Switch,,75,7.5
Alice: Madness Returns,PC,,75,8.4
Concrete Genie,PlayStation4,,75,8.3
Hitman - Intro Pack,PC,,75,3.9
Not a Hero,PC,2015-05-14,75,6.9
Afterparty,PC,,75,6.8
LEGO Rock Band,PlayStation3,,75,7.7
Bloodroots,Switch,,75,7.9
Persona Dancing: Endless Night Collection,PlayStation4,,75,6.8
Valentino Rossi The Game,PlayStation4,,75,7.4
GRID Autosport,PlayStation3,,75,6.5
Star Trek: Bridge Crew,PlayStation4,2017-05-30,75,7.0
The Sims 2,Xbox,,75,7.1
Attack on Titan 2,PlayStation4,,75,7.4
Scarface: The World Is Yours,PlayStation2,,75,8.6
Ghost of a Tale,PC,,75,8.3
Tokyo Xanadu eX+,PlayStation4,,75,7.8
Table Top Racing: World Tour,XboxOne,,75,5.6
Transformers: Devastation,XboxOne,,75,7.6
Cloudberry Kingdom,WiiU,,75,7.0
And Yet It Moves,PC,,75,6.2
Top Spin 3,PlayStation3,,75,7.5
Fenix Rage,PC,,75,6.9
Uplink: Hacker Elite,PC,,75,8.1
Another World,Switch,,75,7.8
"Sakura Wars: So Long, My Love",Wii,,75,7.8
Quake 4,Xbox360,,75,6.9
Crash Bandicoot 2: N-Tranced,GameBoyAdvance,,75,7.8
Dead Head Fred,PSP,,75,7.4
DiRT Showdown,Xbox360,,75,6.5
Manifold Garden,Switch,,75,7.3
DreamWorks Kung Fu Panda,Xbox360,,75,7.3
Push Me Pull You,PlayStation4,2016-05-03,75,6.6
Shank,PlayStation3,,75,7.4
Yomawari: Night Alone,PlayStationVita,,75,8.3
Kingdom Hearts 358/2 Days,DS,,75,8.4
Darkwatch,Xbox,,75,8.1
Attentat 1942,PC,,75,7.5
Exit,Xbox360,,75,7.7
Kerbal Space Program,XboxOne,,75,7.2
Resident Evil: Revelations 2,XboxOne,,75,7.8
Sly Cooper: Thieves in Time,PlayStation3,,75,8.3
Final Fantasy Fables: Chocobo Tales,DS,,75,7.2
ScourgeBringer,PC,,75,tbd
Dark Fall 3: Lost Souls,PC,,75,7.0
Pro Evolution Soccer 2009,PSP,,75,7.6
Blitzkrieg: Burning Horizon,PC,,75,7.8
Transformers,PlayStation2,2004-05-11,75,8.6
Jurassic Park: Operation Genesis,PlayStation2,,75,8.6
BloodRayne,PlayStation2,,75,8.4
Beyond Atlantis II,PC,,75,6.9
Toy Story 2: Buzz Lightyear to the Rescue!,PlayStation,,75,8.0
Sleeping Dogs: Definitive Edition,XboxOne,,75,8.0
El Shaddai: Ascension of the Metatron,Xbox360,,75,7.0
Metal Gear Acid,PSP,,75,7.0
NBA Live 19,XboxOne,,75,6.5
Game of Thrones: Episode Six - The Ice Dragon,PlayStation4,,75,6.7
The Dishwasher: Dead Samurai,Xbox360,,75,7.8
Grand Theft Auto: Vice City Stories,PlayStation2,,75,7.7
The Ninja Saviors: Return of the Warriors,PlayStation4,,75,6.8
My Time At Portia,PlayStation4,,75,5.0
Hotline Miami 2: Wrong Number,PlayStation4,,75,7.7
The Wolf Among Us: Episode 4 - In Sheep's Clothing,PC,2014-05-27,75,8.2
The Next Big Thing,PC,,75,7.3
Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,PC,,75,7.5
echoshift,PSP,,75,8.3
WWE SmackDown vs. Raw 2010,DS,,75,8.5
Final Fantasy Crystal Chronicles: Echoes of Time,DS,,75,7.5
Chibi-Robo!,GameCube,,75,8.6
The Bard's Tale,Xbox,,75,7.5
Still Life,PC,2005-05-04,75,7.6
Green Day: Rock Band,Xbox360,,75,6.6
Shadow of Rome,PlayStation2,,75,8.6
Sonic Mega Collection Plus,Xbox,,75,7.9
Road Not Taken,PC,,75,6.5
Call of Juarez: Gunslinger,PlayStation3,2013-05-14,75,7.9
Smash T.V.,Xbox360,,75,8.3
The Escapists 2,PC,,75,7.5
escapeVektor,3DS,,75,7.6
Tak 2: The Staff of Dreams,GameCube,,75,8.6
The Dark Eye: Chains of Satinav,PC,,75,7.6
Afterparty,XboxOne,,75,6.8
Nidhogg 2,Switch,,75,7.5
Ode,PC,,75,6.7
Monster Lab,DS,,75,tbd
Game of Thrones: Episode One - Iron From Ice,PC,,75,7.3
inbento,Switch,,75,7.5
Neo Cab,Switch,,75,6.8
Chime Sharp,XboxOne,,75,2.1
Metrico+,XboxOne,,75,tbd
Prison Architect,XboxOne,,75,6.8
Need for Speed Carbon,GameCube,,75,7.8
NBA Street Showdown,PSP,,75,8.2
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Xbox360,,75,8.4
Nihilumbra,PC,,75,6.5
Dead Nation: Road of Devastation,PlayStation3,,75,6.6
Command & Conquer 3: Kane's Wrath,Xbox360,,75,7.1
Myst IV: Revelation,Xbox,,75,tbd
Dungeons 3,PC,,75,7.6
Warp,PC,,75,5.8
Dragon Ball: Advanced Adventure,GameBoyAdvance,,75,8.5
Hidden & Dangerous 2,PC,,75,8.6
Dynasty Warriors 4,Xbox,,75,8.8
Mortal Kombat: Tournament Edition,GameBoyAdvance,,75,8.2
NHL 2003,PC,,75,7.4
Mat Hoffman's Pro BMX,Dreamcast,,75,7.8
Dynasty Warriors 2,PlayStation2,,75,8.7
X-Men: Mutant Academy,PlayStation,,75,7.6
Airfix Dogfighter,PC,,75,7.7
Shovel Knight Showdown,Switch,,75,7.3
NightSky,3DS,,75,7.6
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,PlayStation4,,75,7.3
Omensight,PC,2018-05-15,75,6.6
Bomber Crew,PC,,75,7.6
The Evil Within: The Consequence,PlayStation4,,75,7.8
Super Princess Peach,DS,,75,7.8
Hakuoki: Memories of the Shinsengumi,3DS,,75,7.6
The King of Fighters XI,PlayStation2,,75,8.6
Stella Deus: The Gate of Eternity,PlayStation2,,75,8.6
Shakedown Hawaii,Switch,2019-05-07,75,7.3
Chroma Squad,PC,,75,7.7
Beatbuddy: Tale of the Guardians,PC,,75,7.4
Disney DuckTales Remastered,PlayStation3,,75,7.5
Marvel's Spider-Man: Silver Lining,PlayStation4,,75,7.1
Bit.Trip Fate,Wii,,75,8.1
Shenmue I & II,PlayStation4,,75,8.4
Just Cause,PC,,75,7.1
Double Dragon Advance,GameBoyAdvance,,75,8.4
Borderlands 3: Moxxi's Heist of the Handsome Jackpot,PC,,75,5.8
Pocket Rumble,Switch,,75,7.5
Resident Evil: Revelations 2 - Episode 4: Metamorphosis,PlayStation4,,75,6.7
Unmechanical: Extended Edition,PlayStation4,,75,6.6
Observation,PlayStation4,2019-05-21,75,6.3
Doraemon: Story of Seasons,Switch,,75,7.9
Mass Effect 3: Leviathan,PC,,75,6.8
Symphony,PC,,75,7.6
Black Future '88,Switch,,75,7.5
Neversong,PC,2020-05-20,75,7.6
Biped,PC,,75,7.6
Bleed,Switch,,75,7.3
Ironcast,PC,,75,7.3
Samurai Jack: Battle Through Time,XboxOne,,75,7.7
Coffee Talk,PC,,75,7.5
Disney Classic Games: Aladdin and the Lion King,Switch,,75,7.0
The Flame in the Flood,Switch,,75,7.5
Attack on Titan 2: Final Battle,PlayStation4,,75,5.1
"Gremlins, Inc.",PC,,75,5.7
Assault Heroes 2,Xbox360,2008-05-14,75,5.3
Phantom: Covert Ops,PC,,75,8.5
Hydro Thunder Hurricane,Xbox360,,75,8.2
The Stretchers,Switch,,75,7.2
Broken Sword 5 - The Serpent's Curse,Switch,,75,7.7
Sorcerer King,PC,,75,6.2
Swords & Soldiers II,WiiU,2015-05-21,75,7.9
The Eye of Judgment,PlayStation3,,75,8.2
Madden NFL 06,PSP,,75,7.9
Drakensang: The Dark Eye,PC,,75,8.3
LEGO Star Wars III: The Clone Wars,Xbox360,,75,7.8
Gun,Xbox360,,75,7.6
X-Men Origins: Wolverine,Xbox360,2009-05-01,75,8.3
Carrion,PC,,75,7.8
Ion Fury,PlayStation4,2020-05-14,75,6.5
Overland,Switch,,75,6.7
The Gardens Between,PlayStation4,,75,5.1
Total War: Arena,PC,,75,7.8
Life is Strange: Before the Storm - Episode 3: Hell is Empty,PC,,75,6.3
Reus,PlayStation4,,75,4.1
Event[0],PC,,75,6.9
Tropico 5 Penultimate Edition,XboxOne,2016-05-24,75,6.3
Resident Evil: Revelations 2,PlayStation4,,75,7.7
Guardians of Middle-Earth,PlayStation3,,75,7.3
NBA Jam,Xbox360,,75,7.3
Spider-Man: Shattered Dimensions,Wii,,75,7.9
Sol Survivor,PC,,75,7.7
Ultimate Spider-Man,PC,,75,8.2
Missing: Since January,PC,,75,6.5
Prince of Persia: The Sands of Time,GameBoyAdvance,,75,7.8
Magic: The Gathering Online,PC,,75,5.0
Worms World Party,PC,,75,7.8
Blade of Darkness,PC,,75,8.6
A Total War Saga: TROY,PC,,74,6.0
Dead or Alive 5 Last Round,PlayStation4,,74,7.3
Evolve,XboxOne,,74,5.1
Sonic the Hedgehog 4: Episode I,PlayStation3,,74,6.1
Evoland 2: A Slight Case of Spacetime Continuum Disorder,PC,,74,7.6
Tokyo Xanadu,PlayStationVita,,74,8.0
Batman: The Brave and the Bold - The Videogame,DS,,74,8.1
Pato Box,Switch,,74,7.5
Anomaly 2,PlayStation4,,74,6.9
Sundered,PC,,74,7.3
Railway Empire,PC,,74,6.5
Tell Me Why,PC,,74,5.2
Every Extend Extra,PSP,,74,7.3
Ivy the Kiwi?,Wii,,74,7.2
Hasbro Family Game Night: Sorry! Sliders,Xbox360,,74,tbd
Real World Golf,Xbox,,74,tbd
Lara Croft and the Temple of Osiris,PlayStation4,,74,6.5
Just Cause,Xbox,,74,6.7
Epistory - Typing Chronicles,PC,,74,7.7
Amnesia: Rebirth,PlayStation4,,74,6.7
Arcade Spirits,Switch,2020-05-01,74,tbd
Tricky Towers,Switch,,74,7.5
Minit,XboxOne,,74,6.4
Aegis Defenders,Switch,,74,7.0
Furi,Switch,,74,7.3
Droplitz,Xbox360,,74,7.2
Batman: Arkham VR,PlayStation4,,74,7.2
Back to the Future: The Game - Episode I: It's About Time,PC,,74,7.1
Chili Con Carnage,PSP,,74,7.4
Dead Nation: Apocalypse Edition,PlayStation4,,74,7.1
The Wolf Among Us: Episode 4 - In Sheep's Clothing,Xbox360,2014-05-28,74,8.5
The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,PC,,74,6.5
Rock of Ages 3: Make & Break,XboxOne,,74,tbd
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,PC,,74,7.5
ClaDun x2,PSP,,74,8.3
Zoo Keeper,DS,,74,7.5
Calling All Cars!,PlayStation3,2007-05-10,74,7.1
Romancing SaGa 3,PlayStation4,,74,6.0
Back to the Future: The Game - Episode II: Get Tannen!,PC,,74,7.2
Costume Quest,Xbox360,,74,8.3
Sky Force Reloaded,Switch,,74,7.5
LEGO DC Super-Villains,PlayStation4,,74,7.1
Serious Sam II,PC,,74,7.1
Prototype 2,Xbox360,,74,7.0
Slain: Back from Hell,PC,,74,8.1
Call of Duty: Black Ops III - Eclipse,PlayStation4,,74,3.6
Atelier Meruru Plus: The Apprentice of Arland,PlayStationVita,,74,8.1
Red Faction II,Xbox,,74,5.7
Robotech: Battlecry,GameCube,,74,8.5
James Bond 007: Agent Under Fire,GameCube,,74,6.7
Triple Play Baseball,PlayStation2,,74,tbd
Tiger Woods PGA Tour 2001,PlayStation2,,74,tbd
Battlestations: Pacific,PC,2009-05-12,74,7.8
Destroy All Humans! 2,PlayStation2,,74,8.6
Inazuma Eleven Go: Light,3DS,,74,7.6
The Sims 3: Late Night Expansion Pack,PC,,74,5.5
Everybody's Golf VR,PlayStation4,2019-05-21,74,7.8
Resident Evil: Revelations 2 - Episode 2: Contemplation,XboxOne,,74,7.4
The Sims 3: Ambitions,PC,,74,7.1
Pokemon Trozei!,DS,,74,7.3
Tiger Woods PGA Tour 14,PlayStation3,,74,4.1
FlatOut: Head On,PSP,,74,8.2
Hellmut: The Badass from Hell,XboxOne,2019-05-31,74,tbd
Bladed Fury,PC,,74,8.2
Lode Runner Legacy,Switch,,74,7.5
Fallout 4: Nuka-World,PC,,74,5.3
Adventures of Pip,PlayStation4,,74,6.8
Awesomenauts Assemble!,PlayStation4,,74,7.0
Medal of Honor,Xbox360,,74,6.8
War World: Tactical Combat,PC,,74,7.5
Sam & Max: Save the World,Xbox360,,74,7.5
Portal Knights,Switch,,74,7.6
Greg Hastings' Tournament Paintball,Xbox,,74,8.3
Overload,PC,2018-05-31,74,7.6
Inazuma Eleven 2: Firestorm,DS,,74,8.2
Patapon 3,PSP,,74,7.5
Need for Speed ProStreet,DS,,74,7.1
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,PC,,74,7.7
Shadowgrounds,PC,,74,7.0
Darksiders Genesis,Switch,,74,7.5
Tom Clancy's Rainbow Six: Lockdown,Xbox,,74,6.6
Majin and the Forsaken Kingdom,Xbox360,,74,8.0
SuperHyperCube,PlayStation4,,74,6.1
Spartan: Total Warrior,PlayStation2,,74,8.5
Neon Abyss,PC,,74,6.3
Castlevania Anniversary Collection,PlayStation4,2019-05-16,74,5.1
The Raven Remastered,Switch,,74,6.6
The Room,Switch,,74,7.5
ICEY,Switch,2018-05-31,74,8.3
CastleStorm: Definitive Edition,PlayStation4,,74,5.9
Shadows: Heretic Kingdoms,PC,,74,7.1
Edge (2011),PC,,74,7.4
Call of Duty: Black Ops,DS,,74,6.6
Naruto: Clash of Ninja Revolution,Wii,,74,7.9
The SpongeBob SquarePants Movie,Xbox,,74,7.7
Titan Souls,PC,,74,5.9
Major League Baseball 2K10,PlayStation3,,74,5.3
Spider-Man: Shattered Dimensions,PlayStation3,,74,7.7
Tetris Axis,3DS,,74,7.1
Far Cry 4: Valley of the Yetis,PlayStation4,,74,7.1
Rad,PlayStation4,,74,6.7
RIDE 4,PlayStation4,,74,7.0
Radiata Stories,PlayStation2,,74,8.7
Stealth Inc 2: A Game of Clones,PlayStation4,,74,7.0
Batman: Arkham Origins,PC,,74,7.5
Valkyrie Profile: Covenant of the Plume,DS,,74,7.2
Darkstalkers Chronicle: The Chaos Tower,PSP,,74,7.9
Army of Two,PlayStation3,,74,7.2
Semblance,Switch,,74,7.4
Space Colony (Steam Edition),PC,,74,8.1
Sniper Elite III: Ultimate Edition,PlayStation4,,74,6.8
Capcom Classics Collection Volume 2,PlayStation2,,74,8.0
Midway Arcade Treasures 2,GameCube,,74,7.3
Hitman: Contracts,PC,,74,7.7
SpellForce: The Order of Dawn,PC,,74,7.7
XIII,Xbox,,74,8.1
Pac-Man World 2,GameCube,,74,8.3
Ultimate Fighting Championship: Tapout,Xbox,,74,tbd
Atari Anniversary Edition,PC,,74,7.3
The Legend of Dragoon,PlayStation,,74,9.0
Bad Mojo,PC,,74,6.9
Starlink: Battle for Atlas,Switch,,74,7.8
Resident Evil 6,PlayStation3,,74,5.6
The Alliance Alive,3DS,,74,8.1
Story of Seasons: Trio of Towns,3DS,,74,8.0
MindSeize,Switch,,74,8.0
Death end re;Quest 2,PlayStation4,,74,6.9
The Coma 2: Vicious Sisters,Switch,,74,tbd
Dark Nights with Poe and Munro,PC,2020-05-19,74,5.3
Alone With You,PC,,74,5.3
Neverwinter,PlayStation4,,74,6.6
Grim Legends: The Forsaken Bride,XboxOne,,74,tbd
Need for Speed Underground Rivals,PSP,,74,8.2
Inazuma Eleven 2: Blizzard,DS,,74,8.3
Vietcong (2003),PC,,74,8.5
Star Ocean: The Last Hope International,PlayStation3,,74,7.9
Bad North,PC,,74,6.8
Immortal Redneck,Switch,2018-05-10,74,6.9
Marble Saga: Kororinpa,Wii,,74,7.8
Just Cause 3,PC,,74,5.7
Dance Central Spotlight,XboxOne,,74,6.8
Smash Court Tennis Pro Tournament 2,PlayStation2,,74,8.6
Pathfinder: Kingmaker - Definitive Edition,PlayStation4,,74,5.0
Masters of Anima,PlayStation4,,74,4.7
Frobisher Says!,PlayStationVita,,74,7.3
Super Mutant Alien Assault,Switch,,74,tbd
Devil May Cry,Switch,,74,8.3
Moonlighter,PC,2018-05-29,74,7.4
Jacob Jones and the Bigfoot Mystery: Episode One - A Bump in the Night,PlayStationVita,2013-05-14,74,7.7
Naruto: Clash of Ninja 2,GameCube,,74,8.7
MX vs. ATV Reflex,PlayStation3,,74,7.1
Song of Horror,PC,,74,7.7
Take Command: 2nd Manassas,PC,,74,7.8
Kingdom,PC,,74,7.6
Dead Rising 2: Case West,Xbox360,,74,6.7
Onimusha: Warlords,XboxOne,,74,6.4
Tom Clancy's Rainbow Six Siege,XboxOne,,74,7.0
Super Monkey Ball: Banana Blitz,Wii,,74,5.8
void tRrLM(); //Void Terrarium,Switch,,74,7.2
Alder's Blood,Switch,,74,7.6
Age of Booty,PlayStation3,,74,5.7
Blackguards 2,PC,,74,7.3
Insurgency,PC,,74,8.6
Madden NFL 25,PlayStation4,,74,5.2
Disgaea D2: A Brighter Darkness,PlayStation3,,74,8.1
Monster Energy Supercross - The Official Videogame 3,XboxOne,,74,6.0
Omensight,PlayStation4,2018-05-15,74,7.0
Paper Monsters Recut,WiiU,,74,8.0
Fat Princess: Fistful of Cake,PSP,2010-05-04,74,8.7
Need for Speed Heat,XboxOne,,74,6.7
Resonance of Fate,Xbox360,,74,7.7
Formula One Championship Edition,PlayStation3,,74,8.1
GRIP: Combat Racing,PC,,74,7.8
Inazuma Eleven,DS,,74,7.9
Space Pirates and Zombies,PC,,74,7.5
Runaway: A Road Adventure,PC,,74,7.8
I Am Setsuna,PlayStation4,,74,7.4
Ring of Pain,PC,,74,tbd
A Hat in Time,XboxOne,,74,7.9
Midway Arcade Treasures 2,PlayStation2,,74,7.8
Legacy of Kain: Defiance,Xbox,,74,7.9
Magic Pengel: The Quest for Color,PlayStation2,,74,7.5
EverQuest Online Adventures,PlayStation2,,74,8.1
NCAA March Madness 2003,PlayStation2,,74,7.9
Rocky,PlayStation2,,74,8.6
NBA Live 2001,PlayStation2,,74,tbd
Hotline Miami 2: Wrong Number,PC,,74,7.6
Harvest Moon 3D: A New Beginning,3DS,,74,7.7
Killer7,GameCube,,74,8.7
"Guns, Gore & Cannoli",PC,,74,7.6
The Sky Crawlers: Innocent Aces,Wii,,74,8.2
Not a Hero,PlayStation4,,74,6.4
99Bullets,DS,2011-05-23,74,tbd
Super Mario Bros. 35,Switch,,74,7.5
Tesla vs Lovecraft,Switch,,74,7.1
Binary Domain,Xbox360,,74,8.1
Dr. Mario / Puzzle League,GameBoyAdvance,,74,7.8
Dr. Mario / Puzzle League,GameBoyAdvance,,74,7.8
Sega Rally Revo,PC,,74,7.5
Destroy All Humans!,PlayStation2,,74,8.1
Superliminal,PC,,74,7.8
Evidence: The Last Ritual,PC,,74,7.2
Deponia,PC,,74,8.1
Cake Bash,PlayStation4,,74,7.0
Shadow Bug,Switch,,74,6.0
The Escapists,XboxOne,,74,6.7
Dungeon Siege: Throne of Agony,PSP,,74,7.7
The Raven: Legacy of a Master Thief,PC,,74,6.8
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,XboxOne,,74,5.8
Nobunaga's Ambition: Sphere of Influence - Ascension,PlayStation4,,74,7.1
Dungeon Runners,PC,,74,5.8
Blitzkrieg (2003),PC,2003-05-12,74,7.8
Genji: Dawn of the Samurai,PlayStation2,,74,8.8
Trackmania,PC,,74,4.1
Where the Water Tastes Like Wine,PC,,74,5.3
Batman: Arkham Origins,Xbox360,,74,7.5
Marvel: Ultimate Alliance 2,PlayStation3,,74,7.2
Masters of Anima,XboxOne,,74,tbd
Zoonies - Escape From Makatu,DS,,74,tbd
Rugby 08,PlayStation2,,74,7.4
Ankh,PC,,74,6.9
Meteos: Disney Magic,DS,,74,6.6
Cars 2: The Video Game,PlayStation3,,74,7.2
Black Future '88,PC,,74,7.1
Assassin's Creed Syndicate,PC,,74,6.3
Mercury Hg,Xbox360,,74,7.6
Big Brain Academy,DS,,74,7.5
Expeditions: Viking,PC,,74,8.0
Def Jam Rapstar,Xbox360,,74,6.1
Far Cry Primal,PC,,74,5.6
Tom Clancy's HAWX,PlayStation3,,74,7.9
Bad Mojo: Redux,PC,,74,6.6
Magicka,PC,,74,7.6
Mages of Mystralia,PC,2017-05-18,74,8.5
The Coma 2: Vicious Sisters,XboxOne,,74,tbd
Life is Strange 2: Episode 2 - Rules,XboxOne,,74,4.4
The Turing Test,PC,,74,6.7
3D Thunder Blade,3DS,2015-05-14,74,7.1
Galaga Legions DX,Xbox360,,74,6.8
Naruto Shippuden: Ultimate Ninja Storm Generations,PlayStation3,,74,7.0
LEGO Batman: The Videogame,Wii,,74,7.9
Prince of Persia Rival Swords,PSP,,74,8.4
One Line Coloring,Switch,,74,tbd
Resolutiion,Switch,2020-05-28,74,tbd
The Surge,XboxOne,2017-05-16,74,7.2
Borderlands: The Pre-Sequel,Xbox360,,74,6.4
The Sims 3 Supernatural,PC,,74,6.2
Dai Senryaku VII: Modern Military Tactics,Xbox,,74,7.6
Worms 3D,PC,,74,7.1
Rayman 3: Hoodlum Havoc,PC,,74,8.0
Headhunter,PlayStation2,2002-05-09,74,8.2
Comanche 4,PC,,74,7.6
Icewind Dale: Heart of Winter,PC,,74,7.7
Dino Crisis,Dreamcast,,74,8.7
Summoner,PlayStation2,,74,7.5
Star Trek: Klingon Academy,PC,,74,7.2
Total Annihilation: Kingdoms,PC,,74,8.5
Disney Infinity,Xbox360,,74,6.6
Just Dance 3,Wii,,74,7.9
CAPSIZED,Xbox360,,74,7.2
Grow Up,XboxOne,,74,6.9
Need for Speed Carbon,PlayStation2,,74,8.4
Atelier Totori: The Adventurer of Arland,PlayStation3,,74,8.1
The Sims: House Party,PC,,74,7.8
Phoenix Point,PC,,74,5.8
Ancestors Legacy,PlayStation4,,74,7.2
Crookz: The Big Heist,PC,,74,7.3
Hasbro Family Game Night: Connect Four,Xbox360,,74,tbd
Massive Assault Network,PC,,74,4.3
Super Stardust Ultra,PlayStation4,,74,7.1
Gigantic,XboxOne,,74,7.5
GRID,PC,,74,5.2
Jotun: Valhalla Edition,Switch,,74,6.9
Major League Baseball 2K7,PlayStation3,,74,4.7
Trials of Mana,Switch,,74,7.8
Life is Strange: Episode 4 - Dark Room,XboxOne,,74,8.5
King's Bounty: Warriors of the North,PC,,74,7.0
Magic: The Gathering - Duels of the Planeswalkers 2012,PlayStation3,,74,6.3
Left 4 Dead 2: The Passing,Xbox360,,74,8.2
Steambot Chronicles,PlayStation2,2006-05-23,74,8.3
Nantucket,PC,,74,7.4
"Warhammer 40,000: Space Marine",PC,,74,7.5
Sega Rally Revo,PSP,,74,7.5
Snake Pass,XboxOne,,74,6.1
Layers of Fear,PlayStation4,,74,7.2
Gatling Gears,Xbox360,2011-05-11,74,7.7
Ghostbusters: The Video Game,PC,,74,7.8
Tourist Trophy,PlayStation2,,74,8.5
WWE SmackDown vs. Raw 2008,PlayStation3,,74,7.2
Street Fighter V,PC,,74,3.1
Zombie Army 4: Dead War,PC,,74,5.2
